留恋		
		
当那些至极恐怖的大风暴	Suspense	
一个接一个的来袭又远飏，	Suspense	
五月温煦的阳光下，	Beauty / Joy	
策杖作海滨之漫步。	Beauty / Joy	
		
忽觉这世界还算是美丽的，	Sadness	Vitality
还有不少的风景值得你欣赏，	Sadness	Vitality
虽然已不再有一整块	Sadness	Vitality
是可以入画可以写生的了。	Sadness	Vitality
		
除非这里剪一棵树，那里剪一座山，	Vitality	
再加上些房子、汽车和走路的人，	Vitality	
拼拼凑凑，剪剪贴帖，	Vitality	
来他个全新的构成派。	Vitality	
		
		
向日葵		
		
太阳西下的时候	Beauty / Joy	
金色的	Beauty / Joy	
有着丰腴体态的云朵	Beauty / Joy	
一团一团	Beauty / Joy	
它们被太阳	Uneasiness	
临终的呼叫所灼烤	Uneasiness	
边缘焦黑赤红	Uneasiness	
形如一朵疯人院的向日葵	Uneasiness	
		
我在这朵向日葵的面前	Uneasiness	
来回走动毫无目的	Uneasiness	
洁白的纸在我的手中被粉碎	Uneasiness	
一片片逃出来	Uneasiness	
无辜地落在地上	Uneasiness	
我因这些询问的眼睛而疯狂	Uneasiness	
抬起金属的脚践踏	Uneasiness	
渴望破碎的声音	Uneasiness	
震裂令人窒息的云团	Uneasiness	
		
此刻需要一些冰冷的雪片	Beauty / Joy	
飘下来贴在滚烫的心上	Beauty / Joy	
心便会象冬季清晨的玻璃窗	Beauty / Joy	
挂满美丽的霜花	Beauty / Joy	
这时，屋里希望有人	Beauty / Joy	
最好是刚刚醒来	Beauty / Joy	
宁静地转动身体，接触水和食物	Beauty / Joy	
他们会忘记向日葵	Beauty / Joy	
忘记夏日灼烧着的脊背	Beauty / Joy	
		
		
混乱		
		
星星出我寂寞的天空	Uneasiness	
吓得惨白得逃走，	Uneasiness	
午夜的黑色的眼睛	Uneasiness	
越来越近的盯视。	Uneasiness	
		
在这一片死寂之中	Uneasiness	
我再不能恢复正常，	Uneasiness	
我像远离开人世，置身在	Uneasiness	
太古恐惧的灰色的黑暗中间。	Uneasiness	
		
我希望，产生一种痛苦，	Sadness	
残酷无情的打倒我，	Sadness	
猛然使我清醒过来！	Sadness	
但愿有一种创造之乐	Nostalgia	Sadness
再把我送回我的故乡，	Nostalgia	Sadness
放在我母亲的怀里。	Nostalgia	Sadness
		
我母亲的故乡空无一人，	Sadness	
那儿没有蔷薇	Sadness	
再在温暖的气息中开花。——	Sadness	
……但愿有一位最心爱的人，	Sadness	
让我埋在他的肉体里。	Sadness	
		
		
历史		
		
历史，当我进入你的巷道	Nostalgia	Beauty / Joy
我的心和你的声音交融	Nostalgia	Beauty / Joy
在成堆的古工艺品当中	Nostalgia	Beauty / Joy
你的人物和事件复活	Nostalgia	Beauty / Joy
虽然有时他们似乎纯属虚构。	Nostalgia	Beauty / Joy
		
突然间我就站在古代的	Beauty / Joy	
舞台上	Beauty / Joy	
寻找并发现事实	Beauty / Joy	
有时彷佛把心思	Beauty / Joy	
抛进时间之流。	Beauty / Joy	
		
深知你无止息地向前漂流	Beauty / Joy	
进入未来等候的洞窟	Beauty / Joy	
自然没有人会想遗忘过去	Beauty / Joy	
那是更有智慧	Beauty / Joy	
预见未来形貌所必备的	Beauty / Joy	
就像我们小心翼翼地	Beauty / Joy	
把值得纪念的事物	Beauty / Joy	
挂在墙上	Beauty / Joy	
		
		
对手		
		
如果月亮笑了，她会象你。	Nostalgia	Sadness
你同样留下美好事物的	Nostalgia	Sadness
记忆，但是已渐渐淹灭。	Nostalgia	Sadness
你俩都是光的伟大借用者。	Sadness	
她圆润的嘴哀悼着世界；你却无动于衷	Sadness	
		
你旷世的天资是用石块创造万物。	Sadness	
我苏醒于一所陵墓；你在这里，	Sadness	
石桌上的手指咯咯作响，寻找着烟卷，	Sadness	
象居心叵测的女人，但没有那种神经质，	Sadness	
你临终时说出一些不可思议之词。	Sadness	
		
月亮也在屈辱着她的臣民	Sadness	
白昼里它则荒诞不经	Sadness	
而你的不满，在另一层次	Sadness	
穿越邮件的缝隙和如期的爱一起抵达	Sadness	
白的和黑的，如一氧化碳般珍贵。	Sadness	
		
来自你的音讯，无一日平安无事	Sadness	
也许漫步于非洲，然而却惦念着我。	Sadness	
		
		
私语①		
		
秋雨在一流清冷的秋水边，	Sadness	
一棵憔悴的秋柳里，	Sadness	
一条怯懦的秋枝上，	Sadness	
一片将黄未黄的秋叶上，	Sadness	
听他亲亲切切喁喁唼唼，	Sadness	
私语三秋的情恩情事，情语情节，	Sadness	
临了轻轻将他拂落在秋水秋波的私晕里，一涡半转，	Sadness	
跟着秋水流去。	Sadness	
这秋的私语，秋的情思情事，	Sadness	
情诗情节，已掉落在秋水秋波的秋晕里，一涡半转，	Sadness	
跟着秋水流去。	Sadness	
		
		
在许多严冬季节里		
		
在许多严冬季节里	Nostalgia	Beauty / Joy
我记得冬至那几天。	Nostalgia	Beauty / Joy
每个日子纵然不会重复，	Nostalgia	Beauty / Joy
却又数不胜数地再现。	Nostalgia	Beauty / Joy
		
那几个日子渐渐地	Nostalgia	Beauty / Joy
连结威整体一片——	Nostalgia	Beauty / Joy
那是所剩的唯一的日子啊，	Nostalgia	Beauty / Joy
我们觉得时间已停止向前。	Nostalgia	Beauty / Joy
		
我无一例外地记住它们：	Nostalgia	Beauty / Joy
严冬快要过掉一半，	Nostalgia	Beauty / Joy
湿漉漉的道路、滴水的屋顶，	Nostalgia	Beauty / Joy
大阳在冰上愈晒愈暖。	Nostalgia	Beauty / Joy
		
情人们仿佛在梦中，	Nostalgia	Beauty / Joy
彼此急切地吸引，	Nostalgia	Beauty / Joy
在高高的树梢上	Nostalgia	Beauty / Joy
椋鸟晒得汗涔涔。	Nostalgia	Beauty / Joy
		
睡眼惺忪的时针	Nostalgia	Beauty / Joy
懒得在表盘上旋动，	Nostalgia	Beauty / Joy
一日长于百年，	Nostalgia	Beauty / Joy
拥抱无止无终。	Nostalgia	Beauty / Joy
		
		
幸运猫		
		
我的手臂里有一只幸运猫，	Humor	
它纺织那幸运之线。	Humor	
幸运猫，幸运猫，	Humor	
为我做三件事：	Humor	
为我做一只金戒指	Humor	
告诉我，我是幸运的；	Humor	
为我做一面镜子	Humor	
告诉我，我是美丽的；	Humor	
为我做一把扇子	Humor	
吹走我那拖垮的念头。	Humor	
幸运猫，幸运猫，	Humor	
为我纺织我未来的一些消息。	Humor	
		
		
向光呼吁		
		
我又能安危访问你，	Sadness	
感受到你的常明灯火了；但是呵，	Sadness	
这两眼却与你无缘；它们尽翻转，	Sadness	
想窥见天日，却不见一线曙光；	Sadness	
是一层内障阻隔了眼睛的映像，	Sadness	
或翳蒙遮住了光线。	Sadness	
但我不因此便懒于徘徊在诗神漫游的仙境；	Beauty / Joy	Vitality
我依然热爱诗歌里的清泉，	Beauty / Joy	Vitality
茂林，向阳的山坡；	Beauty / Joy	Vitality
然而每夜里我主要寻访的却是你，郇山和山下	Beauty / Joy	
洗濯你的圣足的流水潺？的	Beauty / Joy	
百花溪泉；	Beauty / Joy	
我也不时地想起那两个和我遭同样运命的诗人	Nostalgia	Sadness
失明的塞米里斯和米欧尼迪斯，	Nostalgia	Sadness
也想起古先知迪里夏斯，斐尼斯；	Nostalgia	Sadness
然后我凝神酝酿能激起和美	Beauty / Joy	
诗句的情思；象那不眠之鸟，	Beauty / Joy	
暗地里歌唱，在林木深深的地方，	Beauty / Joy	
试奏着夜曲。	Beauty / Joy	
于是，年年都有四季轮转，但是，我这里却永远	Sadness	
轮不到白昼，美好的晨光与暮色，	Sadness	
或是盛春的繁英，初夏的玫瑰，	Sadness	
或着群，牛群，或人类神美的容颜；	Sadness	
恰恰相反，我的周围是乌云	Sadness	
和永不散化的黑暗，人间的交往，	Sadness	
已跟我绝断，知识的书本已阖起，	Sadness	
自然现象，好象在眼前涂抹掉，	Sadness	
茫然一片，恰如无字的纸篇，	Sadness	
智慧的一重门户已被关严。	Sadness	
因此，神圣的光呵，只好请你	Awe / Sublime	
照耀我内心，使我的内心素质	Awe / Sublime	
璀璨发光；请你在这里植慧眼，	Awe / Sublime	
从这里驱散云障；我这样才能	Awe / Sublime	
瞧见并讲出凡人瞧不见的景象。	Awe / Sublime	
		
		
电话线断了		
		
电话线断了。星期天十二点后的夜。	Sadness	
想打电话给你。不是想你。	Sadness	
没有其他事。	Sadness	
我正变做点大的人，被围于某空白大银幕。	Sadness	
		
想打电话给你，没有其他事。	Sadness	
你家电话线断了，我想起	Sadness	
前天星期五的一场暴风雪压断一棵树，	Sadness	
树压断了电话线。我没有打点话给你。	Sadness	
		
商店关门。公司不上班。	Sadness	
电话线断了。星期六星期天不会有人修理。	Sadness	
我只能幻想你的声音从我四肢走过，	Sadness	Vitality
如麋鹿走过原野，如春雨滴落沙地。	Sadness	Vitality
		
你家电话线断了，突然接到你的电话，	Uneasiness	
恐惧如闪电触痹我。	Uneasiness	
如收听来自于地狱的声音，	Uneasiness	
你变做魔鬼？我的头发如刷毛般竖立。	Uneasiness	
		
我丢了电话。人在扩张，爆裂，	Uneasiness	
血液如瀑洪不能控制。	Uneasiness	
你家电话线断了？！感觉扩张了房屋，	Uneasiness	
我被围于声音汪洋，心里只有恐惧------	Uneasiness	
		
		
致水鸟		
		
露滴儿正在凝坠，	Beauty / Joy	
行将退去的白昼使天际辉煌，	Beauty / Joy	
你在一片玫瑰红中孤独远飞——	Beauty / Joy	
你要去什么地方了	Beauty / Joy	
		
也许，猎鸟的人	Beauty / Joy	
正看着你远飞，但没法伤害你——	Beauty / Joy	
只见满天的红霞衬着你身影——	Beauty / Joy	
而你呀飘逸远去。	Beauty / Joy	
		
你想要飞往何处？	Beauty / Joy	
要觅杂草丛生的、泥泞的湖岸？	Beauty / Joy	
寻起伏的波涛拍打着的滩涂？	Beauty / Joy	
要找江河的边沿？	Beauty / Joy	
		
在那无垠的长空，	Beauty / Joy	
在渺无人迹的海滨和沙漠上，	Beauty / Joy	
有神明关切地教你孤身前进，	Awe / Sublime	
使得你不会迷航。	Awe / Sublime	
		
你整天扑着翅膀，	Beauty / Joy	Vitality
扇着高空中冰冷的稀薄大气，	Beauty / Joy	Vitality
尽管疲乏的你看到暮色已降，	Beauty / Joy	Vitality
却不肯光临大地。	Beauty / Joy	Vitality
		
这辛苦不会久长，	Beauty / Joy	
你很快会找到一个歇夏的家，	Beauty / Joy	
在同伴间欢叫；你荫里的窝上，	Beauty / Joy	
芦苇将把腰弯下。	Beauty / Joy	
		
你的形象已消失，	Beauty / Joy	Nostalgia
深邃的天吞没了你；但我心上，	Beauty / Joy	Nostalgia
却已留下了一个深刻的教益，	Beauty / Joy	Nostalgia
它将很难被遗忘：	Beauty / Joy	Nostalgia
		
谁教你南来北往，	Vitality	
指引你穿越长空、直达终点处，	Vitality	
也会在我得独自跋涉的征途上	Vitality	
正确引导我脚步。	Vitality	
		
		
天亮时分		
		
那些藏在血液中的欲望	Uneasiness	
在酒精的催化下飞向四周	Uneasiness	
象是无数迷途的鸟在空中乱飞	Uneasiness	
身体摇摇晃晃甚至有点high	Uneasiness	
呵生命的快感就在这一刻吗	Uneasiness	
		
但是随之而来的是孤独的行走	Sadness	
空虚地吟叹忧伤地哭泣	Sadness	
再次欣赏紫罗兰的美丽和多姿	Sadness	
生命的灿烂和美好如此神奇	Sadness	
常常伴着滴血的疼痛来临	Sadness	
		
在黑夜中你是妖艳的蝴蝶	Sadness	
风情万种千娇百媚	Sadness	
而天亮的时分却如僵尸冷漠	Sadness	
这不是爱情也谈不上温情	Sadness	
当这一夜翻过就象梦的离去	Sadness	
你我都会忘记这一夜之间的美丽	Sadness	
		
		
没有爱情便没有欢乐		
		
没有黄金的爱情①，哪有生活和欢乐？	Sadness	
死去吧，既然我已无缘享受，	Sadness	
暗结的爱情，交心的礼品，床帏的欢好，	Beauty / Joy	
这一切都是青春的花朵，青年男女	Beauty / Joy	
心爱的东西。	Beauty / Joy	
一旦痛苦的老年来到，	Sadness	
人的形体变丑，情怀变恶，	Sadness	
种种不幸的忧虑永远萦绕心头，	Sadness	
虽然还看见阳光心情也不舒畅，	Sadness	
总是受到孩子们嫌恶，妇女们轻贱，	Sadness	
这是神给老年人所做的痛苦安排。	Sadness	
		
		
疼痛		
		
在这座城市里生活	Sadness	
是别人的叹息，把我和幸福分开	Sadness	
是爱恋过的往昔，把我和现在分开	Sadness	
二十多年了，所有的胜利都只是胜利而已	Sadness	
就象众人的哗笑，它已触动不了我	Sadness	
		
是难听的方言，腐烂的食物	Uneasiness	
急诊室，极力掩饰的贫穷	Uneasiness	
让我努力弯下腰来	Uneasiness	
是搬运的号子，冻坏的水龙头	Uneasiness	
戴着藤帽的农民工	Uneasiness	
让我竭力去想，究竟哪些是多余的……	Uneasiness	
		
在这里住到多久，心才不会忏悔	Annoyance	Sadness
连往世轻浮的幸福都忆起了	Annoyance	Sadness
虽然不再为苦难呜咽，却还在为希望颤栗	Annoyance	Sadness
不是爱变得太快啊，是它根本就没出现过！	Annoyance	Sadness
当我迎着风寒走进节日，感到了人们手中	Sadness	
那些多束鲜花的徒劳	Sadness	
		
人们对农民工的仇恨还在加深	Uneasiness	
诅咒迫不急待地从早餐就开始	Uneasiness	
我知道自己应该有所爱，包括去爱	Uneasiness	
一个小贩粗俗的吆喝，掏粪工的苦役	Uneasiness	
老鼠对面包的撕咬，去爱蚊蝇的轻吟	Uneasiness	
和所有微不足道的事物	Uneasiness	
无比温柔地向所有的挫折伸出双手	Uneasiness	
让优越的心懂得该放弃一点什么了	Uneasiness	
因为那种勒进他们肉里的痛	Uneasiness	Sadness
一样也会勒着我们	Uneasiness	Sadness
就象一根木刺在肉里睡熟了	Uneasiness	Sadness
还在蠢蠢欲动	Uneasiness	Sadness
		
		
我们背上的污点		
		
我们脊背上的污点，永远无法去除	Annoyance	
无法把它们当作渣滓和泥土	Annoyance	
在适当的时机，将法官去除	Annoyance	
从此卸下这些仇视灵魂的微小颗粒	Annoyance	
		
它们攀附在我们年轻的背上，像无数颗	Annoyance	Uneasiness
腐烂的牙齿被塞进一张美丽的口中	Annoyance	Uneasiness
阳光下，一个麻脸的孩子	Annoyance	Uneasiness
鼻翼两侧现出白天精神病的光芒	Annoyance	Uneasiness
		
我们从世人的目光里看到我们脊背后的景象	Annoyance	Uneasiness
一粒粒火一样的种子种进了我们优秀的脑子	Annoyance	Uneasiness
像一大群污水中发臭的鱼籽，在强暴者的	Annoyance	Uneasiness
注目下，灌进了一名未婚处女的河床	Annoyance	Uneasiness
		
主啊，还要等到什么时候	Sadness	Awe / Sublime
我们屈辱的生存才能拯救，还要等到	Sadness	Awe / Sublime
什么时候，才能洗却世人眼中的尘土	Sadness	Awe / Sublime
洗却剧目中我们小丑一样的恶运	Sadness	Awe / Sublime
		
		
石头开花		
		
渐渐地，石头沉入正午的梦幻之中	Beauty / Joy	
意识到自己的存在，多么简单而明了	Beauty / Joy	
石头从来就是石头，而非别的什么	Beauty / Joy	
只有石头才能表现石头，正如天空才能表现天空	Beauty / Joy	
正午的阳光下，石头旋转着，显现出各种颜色∶	Beauty / Joy	
朦胧的雪白，迷茫的暗灰，高贵的鹅黄，肃穆的铁青	Beauty / Joy	
完美的个性深陷其中，令一切虚伪者不寒而栗	Beauty / Joy	
不要设法改变石头	Beauty / Joy	
		
此刻，我燃烧的目光象火一样抚摸着这块石头	Beauty / Joy	
在神圣的炼炉里，远古的幻象纷至沓来	Beauty / Joy	
落入苍凉的心海我悚然惊醒	Beauty / Joy	
不是我在感觉石头，是石头在感觉我	Beauty / Joy	
这种特殊的爱抚令我高兴	Beauty / Joy	
我彻底放松了自己，并欲乘风而去	Beauty / Joy	
石头却兀自不动，人不如石头沉	Beauty / Joy	
		
这块石头安静地躺在这儿，做着不为人知的大梦	Suspense	
西风，流去三番五次地将它造访	Suspense	
突然有一天，奇迹发生了∶	Suspense	
坚硬的石头上开满了五颜六色的柔和的花瓣	Vitality	
那是对传统的反叛，以一切最顽固的否定之否定	Vitality	
--其实，奇迹早已发生	Vitality	
只是我们寻常的肉眼不能看见	Vitality	
		
		
蔷薇园（片断）		
		
无论你腹中有多少知识，	Sadness	
假如不用便是一无所知。	Sadness	
牲口虽然驮着无数经卷，	Sadness	
也算不得聪明饱学的圣贤，	Sadness	
驴子虽然驮着重重的口袋，	Sadness	
哪知道里面是书还是木柴？	Sadness	
		
		
一旦羡慕浮世荣华		
		
无论学者，博士，圣徒，	Sadness	
也无论圣明雄辩的人物，	Sadness	
只要他一旦羡慕浮世的荣华，	Sadness	
便是跌向蜜里的苍蝇，永难自拔。	Sadness	
		
		
谁若愿意有朋友		
		
再多的钱财也填不满贪梦的眼睛，	Sadness	
再多的露水也填不满一口水井。	Sadness	
谁若愿意有朋友，也就一定有仇人，	Sadness	
有金就有蛇，有花就有刺，有甜就有苦。	Sadness	
		
		
过天门街		
		
雪尽终南又欲春，	Beauty / Joy	
遥怜翠色对红尘。	Beauty / Joy	
千车万马九衢上，	Sadness	
回首看山无一人。	Sadness	
		
		
春行武关作		
		
风香春暖展归程，	Beauty / Joy	Vitality
全胜游仙入洞情。	Beauty / Joy	Vitality
一路缘溪花覆水，	Beauty / Joy	Vitality
不妨闲看不妨行。	Beauty / Joy	Vitality
		
		
闲居		
		
不自识疏鄙，	Beauty / Joy	
终年住在城。	Beauty / Joy	
过门无马迹，	Beauty / Joy	
满宅是蝉声。	Beauty / Joy	
带病吟虽苦，	Vitality	
休官梦已清。	Vitality	
何当学禅观，	Vitality	
依止古先生。	Vitality	
		
		
送魏十六还苏州 		
		
秋夜深深北送君	Sadness	
阴虫切切不堪闻。	Sadness	
归舟明日毗陵道，	Sadness	
回首姑苏是白云。	Sadness	
		
		
独漉篇		
		
独漉水中泥，	Uneasiness	
水浊不见月。	Uneasiness	
不见月尚可，	Uneasiness	
水深行人没。	Uneasiness	
越鸟从南来，	Suspense	
胡鹰亦北渡。	Suspense	
我欲弯弓向天射，	Sadness	
惜其中道失归路。	Sadness	
落叶别树，	Sadness	
飘零随风。	Sadness	
客无所托，	Sadness	
悲与此同。	Sadness	
罗帷舒卷，	Suspense	
似有人开。	Suspense	
明月直入，	Sadness	
无心可猜。	Sadness	
雄剑挂壁，	Sadness	
时时龙鸣。	Sadness	
不断犀象，	Sadness	
绣涩苔生。	Sadness	
国耻未雪，	Sadness	Annoyance
何由成名。	Sadness	Annoyance
神鹰梦泽，	Vitality	
不顾鸱鸢。	Vitality	
为君一击，	Vitality	
鹏抟九天。	Vitality	
		
		
月夜江行		
		
扣船不得寐，	Suspense	Sadness
浩露清衣襟。	Suspense	Sadness
弥伤孤舟夜，	Nostalgia	Sadness
远结万里心。	Nostalgia	Sadness
幽兴惜瑶草，	Nostalgia	Sadness
素怀寄鸣琴。	Nostalgia	Sadness
三奏月初上，	Sadness	
寂寞寒江深。	Sadness	
		
		
《台山杂吟》		
		
山云吞吐翠微中，	Beauty / Joy	
淡绿深青一万重，	Beauty / Joy	
此景只应天上有，	Vitality	
岂知身在妙高峰。	Vitality	
		
		
江陵节度阳城郡王新楼成王请严侍御判官赋七字句同作		
		
楼上炎天冰雪生，	Beauty / Joy	
高尽燕雀贺新成。	Beauty / Joy	
碧窗宿雾濛濛湿，	Beauty / Joy	
朱栱浮云细细轻。	Beauty / Joy	
杖钺褰帷瞻具美，	Beauty / Joy	
投壶散帙有馀清。	Beauty / Joy	
自公多暇延参佐，	Beauty / Joy	Vitality
江汉风流万古情。	Beauty / Joy	Vitality
		
		
复至裴明府所居		
		
伊人卜筑自幽深，	Beauty / Joy	
桂巷杉篱不可寻。	Beauty / Joy	
柱上雕虫对书字，	Beauty / Joy	
槽中瘦马仰听琴。	Beauty / Joy	
求之流辈岂易得，	Sadness	
行矣关山方独吟。	Sadness	
赊取松醪一斗酒，	Sadness	Vitality
与君相伴洒烦襟。	Sadness	Vitality
		
		
悼孩子		
		
年长始一男，	Beauty / Joy	
心亦颇自娱。	Beauty / Joy	
生来岁未周，	Sadness	
